nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
Pregunta E9A.21 Listado de animales,1,C,e9a_21,e9a_21,"1,2,8"
Pregunta E9A.C.21 Total de animales distintos,2,C,e9a_c_21,,00...38
Pregunta E9B.C.21 Total de animales repetidos,2,C,e9b_c_21,,00...23
Pregunta E9C.21 Total de animales,2,C,e9c_21,,00...40
Pregunta E10A.21 Recorrido visual,1,C,e10a_21,e10a_21,"1,2,8"
Pregunta E10.C.21 Total de figuras correctas marcadas,2,C,e10_c_21,,00...60
Pregunta E10.I.21 Total de figuras incorrectas marcadas,2,C,e10_i_21,,00...51
Pregunta E11A.21 ¿Respondió correctamente Día?,1,C,e11a_21,e11a_21,"1,2"
Pregunta E11B.21 ¿Respondió correctamente Mes?,1,C,e11b_21,e11b_21,"1,2"
Pregunta E11C.21 ¿Respondió correctamente Año?,1,C,e11c_21,e11c_21,"1,2"
"Pregunta E13.21 Por favor, recuerde la figura que dibujó antes y hágala nuevamente en esta hoja. SI EL ENTREVISTADO PRODUCE EL DISEÑO DEL RECORRIDO VISUAL, DILE AL ENTREVISTADO: Por favor, dibuje la otra figura que copió usted antes. PERMITE SOLAMENTE UN MINUTO Y MEDIO (90 SEGUNDOS) PARA DIBUJAR LA FIGURA. RESULTADO DEL EJERCICIO - EVOCACIÓN DE FIGURA",1,C,e13_21,e13_21,"1,2,8"
Pregunta E13.C.21 Calificación del ejercicio - Evocación de figura,1,C,e13_c_21,,0...6
"Pregunta E14.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita ¿Puedo iniciar? - Se rehusó",1,C,e14_21,e14_21,"1,9"
"Pregunta E14A.1.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Gato",1,C,e14a_1_21,e14a_1_21,"0,1"
"Pregunta E14A.2.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Brazo",1,C,e14a_2_21,e14a_2_21,"0,1"
"Pregunta E14A.3.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Pera",1,C,e14a_3_21,e14a_3_21,"0,1"
"Pregunta E14A.4.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Lima",1,C,e14a_4_21,e14a_4_21,"0,1"
"Pregunta E14A.5.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Silla",1,C,e14a_5_21,e14a_5_21,"0,1"
"Pregunta E14A.6.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Casa",1,C,e14a_6_21,e14a_6_21,"0,1"
"Pregunta E14A.7.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Ratón",1,C,e14a_7_21,e14a_7_21,"0,1"
"Pregunta E14A.8.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Falda",1,C,e14a_8_21,e14a_8_21,"0,1"
"Pregunta E14A.TOT.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - TOTAL",1,C,e14a_tot_21,,0...8
"Pregunta E14B.1.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Perro",1,C,e14b_1_21,e14b_1_21,"0,1"
"Pregunta E14B.2.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Mano",1,C,e14b_2_21,e14b_2_21,"0,1"
"Pregunta E14B.3.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Cama",1,C,e14b_3_21,e14b_3_21,"0,1"
"Pregunta E14B.4.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Fresa",1,C,e14b_4_21,e14b_4_21,"0,1"
"Pregunta E14B.5.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Bota",1,C,e14b_5_21,e14b_5_21,"0,1"
"Pregunta E14B.6.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Limón",1,C,e14b_6_21,e14b_6_21,"0,1"
"Pregunta E14B.7.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Mesa",1,C,e14b_7_21,e14b_7_21,"0,1"
"Pregunta E14B.8.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Vaca",1,C,e14b_8_21,e14b_8_21,"0,1"
"Pregunta E14B.TOT.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - TOTAL",1,C,e14b_tot_21,,0...8
"Pregunta E15.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita ¿Puedo iniciar? - Se rehusó",2,C,e15_21,e15_21,"01,88,99"
"Pregunta E15A.21 Le voy a pedir que reste de 3 en 3, a partir de 20. Esto lo debe hacer 5 veces seguidas... 20 menos 3, y así 5 veces. - RESTA 1",2,C,e15a_21,e15a_21,"00...60,88,99"
"Pregunta E15B.21 Le voy a pedir que reste de 3 en 3, a partir de 20. Esto lo debe hacer 5 veces seguidas... 20 menos 3, y así 5 veces. - RESTA 2",2,C,e15b_21,e15b_21,"00...74,88,99"
"Pregunta E15C.21 Le voy a pedir que reste de 3 en 3, a partir de 20. Esto lo debe hacer 5 veces seguidas... 20 menos 3, y así 5 veces. - RESTA 3",2,C,e15c_21,e15c_21,"00...59,88,99"
"Pregunta E15D.21 Le voy a pedir que reste de 3 en 3, a partir de 20. Esto lo debe hacer 5 veces seguidas... 20 menos 3, y así 5 veces. - RESTA 4",2,C,e15d_21,e15d_21,"00...88,90,99"
"Pregunta E15E.21 Le voy a pedir que reste de 3 en 3, a partir de 20. Esto lo debe hacer 5 veces seguidas... 20 menos 3, y así 5 veces. - RESTA 5",2,C,e15e_21,e15e_21,"00...73,88,99"
Pregunta E18.21 Indica tu opinión general sobre la dificultad que tuvo el sujeto de estudio para completar los ejercicios,1,C,e18_21,e18_21,"1...3,8"
"Pregunta PC1.21 Parte de este estudio trata sobre la memoria de la gente y la habilidad de pensar en algunas cosas. Primero, ¿cómo evaluaría la memoria de (NOMBRE) al presente? ¿Diría que es...?",1,C,pc1_21,pc1_21,"1...5,8,9"
"Pregunta PC2.21 Comparado con hace dos años, ¿diría usted que la memoria de (NOMBRE) ha...?",1,C,pc2_21,pc2_21,"1...3,8,9"
Pregunta PC3.21 ¿Cómo evaluaría la habilidad de (NOMBRE) para hacer juicios y tomar decisiones? ¿Diría que es...?,1,C,pc3_21,pc3_21,"1...5,8,9"
Pregunta PC4.21 ¿Cómo evaluaría la habilidad de (NOMBRE) para organizar sus actividades diarias? ¿Diría que su habilidad es...?,1,C,pc4_21,pc4_21,"1...5,8,9"
"Pregunta PC5.21 Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) cosas de la familia y de los amigos, tal como sus ocupaciones, sus cumpleaños y direcciones? ¿Ha...?",1,C,pc5_21,pc5_21,"1...3,8,9"
Pregunta PC6.21 ¿Es mucho mejor o algo mejor?,1,C,pc6_21,pc6_21,"1,2,8,9"
Pregunta PC7.21 ¿Es mucho peor o algo peor?,1,C,pc7_21,pc7_21,"1,2,8,9"
"Pregunta PC8.21 Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) cosas que han ocurrido recientemente? ¿Ha...?",1,C,pc8_21,pc8_21,"1...3,8,9"
Pregunta PC9.21 ¿Es mucho mejor o algo mejor?,1,C,pc9_21,pc9_21,"1,2,8,9"
Pregunta PC10.21 ¿Es mucho peor o algo peor?,1,C,pc10_21,pc10_21,"1,2,8,9"
"Pregunta PC11.21 Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) conversaciones después de algunos días? ¿Ha...?",1,C,pc11_21,pc11_21,"1...3,8,9"
Pregunta PC12.21 ¿Es mucho mejor o algo mejor?,1,C,pc12_21,pc12_21,"1,2,8,9"
Pregunta PC13.21 ¿Es mucho peor o algo peor?,1,C,pc13_21,pc13_21,"1,2,8,9"
"Pregunta PC14.21 Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) su dirección y número de teléfono? ¿Ha...?",1,C,pc14_21,pc14_21,"1...3,8,9"
Pregunta PC15.21 ¿Es mucho mejor o algo mejor?,1,C,pc15_21,pc15_21,"1,2,8,9"
Pregunta PC16.21 ¿Es mucho peor o algo peor?,1,C,pc16_21,pc16_21,"1,2,8,9"
"Pregunta PC17.21 Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) el día y mes que es? ¿Ha...?",1,C,pc17_21,pc17_21,"1...3,8,9"
Pregunta PC18.21 ¿Es mucho mejor o algo mejor?,1,C,pc18_21,pc18_21,"1,2,8,9"
Pregunta PC19.21 ¿Es mucho peor o algo peor?,1,C,pc19_21,pc19_21,"1,2,8,9"
"Pregunta PC20.21 Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) donde se guardan las cosas? ¿Ha...?",1,C,pc20_21,pc20_21,"1...3,8,9"
Pregunta PC21.21 ¿Es mucho mejor o algo mejor?,1,C,pc21_21,pc21_21,"1,2,8,9"
Pregunta PC22.21 ¿Es mucho peor o algo peor?,1,C,pc22_21,pc22_21,"1,2,8,9"
"Pregunta PC23.21 Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) dónde encontrar algo que se ha dejado en un lugar no acostumbrado? ¿Ha...?",1,C,pc23_21,pc23_21,"1...3,8,9"
Pregunta PC24.21 ¿Es mucho mejor o algo mejor?,1,C,pc24_21,pc24_21,"1,2,8,9"
Pregunta PC25.21 ¿Es mucho peor o algo peor?,1,C,pc25_21,pc25_21,"1,2,8,9"
"Pregunta PC26.21 Comparado a hace dos años, ¿qué tan bien sabe (NOMBRE) cómo operar aparatos domésticos que le son familiares? ¿Ha...?",1,C,pc26_21,pc26_21,"1...3,8,9"
Pregunta PC27.21 ¿Es mucho mejor o algo mejor?,1,C,pc27_21,pc27_21,"1,2,8,9"
Pregunta PC28.21 ¿Es mucho peor o algo peor?,1,C,pc28_21,pc28_21,"1,2,8,9"
"Pregunta PC29.21 Comparado a hace dos años, ¿qué tan bien aprende (NOMBRE) a usar un nuevo aparato o utensilio doméstico?  ¿Ha...?",1,C,pc29_21,pc29_21,"1...3,8,9"
Pregunta PC30.21 ¿Es mucho mejor o algo mejor?,1,C,pc30_21,pc30_21,"1,2,8,9"
Pregunta PC31.21 ¿Es mucho peor o algo peor?,1,C,pc31_21,pc31_21,"1,2,8,9"
"Pregunta PC32.21 Comparado a hace dos años, ¿qué tan bien aprende (NOMBRE) cosas nuevas en general? ¿Ha...?",1,C,pc32_21,pc32_21,"1...3,8,9"
Pregunta PC33.21 ¿Es mucho mejor o algo mejor?,1,C,pc33_21,pc33_21,"1,2,8,9"
Pregunta PC34.21 ¿Es mucho peor o algo peor?,1,C,pc34_21,pc34_21,"1,2,8,9"
"Pregunta PC35.21 Comparado a hace dos años, ¿qué tan bien entiende (NOMBRE) lo que está sucediendo en una historia o en la televisión? ¿Ha...?",1,C,pc35_21,pc35_21,"1...3,8,9"
Pregunta PC36.21 ¿Es mucho mejor o algo mejor?,1,C,pc36_21,pc36_21,"1,2,8,9"
Pregunta PC37.21 ¿Es mucho peor o algo peor?,1,C,pc37_21,pc37_21,"1,2,8,9"
"Pregunta PC38.21 Comparado a hace dos años, ¿qué tan bien toma (NOMBRE) decisiones sobre asuntos diarios como qué hacer de comer o qué ropa ponerse? ¿Ha...?",1,C,pc38_21,pc38_21,"1...3,8,9"
Pregunta PC39.21 ¿Es mucho mejor o algo mejor?,1,C,pc39_21,pc39_21,"1,2,8,9"
Pregunta PC40.21 ¿Es mucho peor o algo peor?,1,C,pc40_21,pc40_21,"1,2,8,9"
"Pregunta PC41.21 Comparado a hace dos años, ¿qué tan bien maneja (NOMBRE) el dinero para las compras? ¿Ha...?",1,C,pc41_21,pc41_21,"1...3,8,9"
Pregunta PC42.21 ¿Es mucho mejor o algo mejor?,1,C,pc42_21,pc42_21,"1,2,8,9"
Pregunta PC43.21 ¿Es mucho peor o algo peor?,1,C,pc43_21,pc43_21,"1,2,8,9"
"Pregunta PC44.21 Comparado a hace dos años, ¿qué tan bien maneja (NOMBRE) sus asuntos económicos, como la pensión o tratos con el banco? ¿Ha...?",1,C,pc44_21,pc44_21,"1...3,8,9"
Pregunta PC45.21 ¿Es mucho mejor o algo mejor?,1,C,pc45_21,pc45_21,"1,2,8,9"
Pregunta PC46.21 ¿Es mucho peor o algo peor?,1,C,pc46_21,pc46_21,"1,2,8,9"
"Pregunta PC47.21 Comparado a hace dos años, ¿qué tan bien hace (NOMBRE) cálculos diarios, tal como saber cuánta comida hay que comprar, o calcular cuánto tiempo ha pasado desde la última visita de un pariente o un amigo? ¿Ha...?",1,C,pc47_21,pc47_21,"1...3,8,9"
Pregunta PC48.21 ¿Es mucho mejor o algo mejor?,1,C,pc48_21,pc48_21,"1,2,8,9"
Pregunta PC49.21 ¿Es mucho peor o algo peor?,1,C,pc49_21,pc49_21,"1,2,8,9"
"Pregunta PC50.21 Comparado a hace dos años, ¿qué tan bien puede comprender qué es lo que está pasando o puede razonar las cosas? ¿Ha...?",1,C,pc50_21,pc50_21,"1...3,8,9"
Pregunta PC51.21 ¿Es mucho mejor o algo mejor?,1,C,pc51_21,pc51_21,"1,2,8,9"
Pregunta PC52.21 ¿Es mucho peor o algo peor?,1,C,pc52_21,pc52_21,"1,2,8,9"
Pregunta PC53.21 ¿Alguna vez se desorienta (no encuentra lugares) en ambientes que le son familiares?,1,C,pc53_21,pc53_21,"1,2,8,9"
"Pregunta PC54.21 ¿Alguna vez se extravía y tarda en volver, o vuelve solamente con ayuda?",1,C,pc54_21,pc54_21,"1,2,8,9"
Pregunta PC55.21 ¿Se puede dejar solo(a) a (NOMBRE) como por una hora?,1,C,pc55_21,pc55_21,"1,2,8,9"
"Pregunta PC56.21 ¿Alguna vez (NOMBRE), ve u oye cosas que en realidad no están allí?",1,C,pc56_21,pc56_21,"1,2,8,9"
Pregunta F1.21 ¿Como hasta qué nivel cursó su madre en la escuela?,1,C,f1_21,f1_21,"1...4,8,9"
Pregunta F2.21 ¿Alguna vez su madre trabajó o vivió en Estados Unidos?,1,C,f2_21,f2_21,"1,2,8,9"
Pregunta F3.21 ¿Vive actualmente su madre?,1,C,f3_21,f3_21,"1,2,8,9"
Pregunta F4.21 ¿Qué edad tiene su madre?,3,C,f4_21,f4_21,"045...110,888,999"
"Pregunta F5.21 Debido a un problema de salud, ¿necesita ayuda su madre con necesidades básicas como vestirse, comer o bañarse?",1,C,f5_21,f5_21,"1,2,8,9"
Pregunta F6.21 ¿Puede estar sola su madre por una hora o más?,1,C,f6_21,f6_21,"1,2,8,9"
Pregunta F8.21 ¿Como qué edad tenía su madre cuando murió?,3,C,f8_21,f8_21,"015...130,888,999"
"Pregunta F9.21 A su madre, ¿alguna vez le dijo un doctor o personal médico que ella tiene o tuvo diabetes o azúcar en la sangre?",1,C,f9_21,f9_21,"1,2,8,9"
Pregunta F10.21 ¿Como hasta qué nivel cursó su padre en la escuela?,1,C,f10_21,f10_21,"1...4,8,9"
Pregunta F11.21 ¿Alguna vez su padre trabajó o vivió en Estados Unidos?,1,C,f11_21,f11_21,"1,2,8,9"
Pregunta F12.21 ¿Vive actualmente su padre?,1,C,f12_21,f12_21,"1,2,8,9"
Pregunta F13.21 ¿Qué edad tiene su padre?,3,C,f13_21,f13_21,"047...112,888,999"
"Pregunta F14.21 Debido a un problema de salud, ¿necesita ayuda su padre con necesidades básicas como vestirse, comer o bañarse?",1,C,f14_21,f14_21,"1,2,8,9"
Pregunta F15.21 ¿Puede estar solo su padre por una hora o más?,1,C,f15_21,f15_21,"1,2,8,9"
Pregunta F17.21 ¿Como qué edad tenía su padre cuando murió?,3,C,f17_21,f17_21,"017...130,888,999"
Pregunta F18.21 ¿Alguna vez le dijo un doctor o personal médico que él tiene o tuvo diabetes o azúcar en la sangre?,1,C,f18_21,f18_21,"1,2,8,9"
Pregunta F34.21 ¿Cuántos hermanos y hermanas que nacieron vivos tuvo usted?,2,C,f34_21,f34_21,"00...28,88,99"
"Pregunta F36.21 De los hermanos y hermanas que nacieron vivos, ¿cuántos viven todavía?",2,C,f36_21,f36_21,"00...26,88,96,99"
Pregunta F37.21 ¿Alguna vez le dijo un doctor o personal médico a alguno de sus hermanos o hermanas que tienen o tuvieron diabetes o azúcar en la sangre?,1,C,f37_21,f37_21,"1,2,8,9"
"Pregunta F38.21 Sin contar vacaciones o visitas cortas, en los últimos dos años (alguna vez), ¿trabajó o vivió alguno de sus hermanos o hermanas en Estados Unidos?",1,C,f38_21,f38_21,"1,2,8,9"
Pregunta F39.21 Entrevistador:,1,C,f39_21,f39_21,"1,2"
"Pregunta F40.21 Durante los últimos dos años, ¿usted (y/o su cónyuge) le dio apoyo económico a sus padres? Incluya ayuda para pagar gastos como de renta; excluya vivienda compartida o las comidas compartidas",1,C,f40_21,f40_21,"1,2,8,9"
"Pregunta F43.21 Durante los últimos dos años, ¿usted (y/o su cónyuge) le ayudó a sus padres con actividades básicas como vestirse, comer, o bañarse debido a un problema de salud? Excluya ayuda con actividades del hogar, mandados o transporte",1,C,f43_21,f43_21,"1,2,8,9"
"Pregunta F44.21 ¿Fue esa ayuda de por lo menos una hora a la semana, o como de 100 horas en los últimos dos años?",1,C,f44_21,f44_21,"1,2,8,9"
Pregunta F45.21 ¿Quién recibió ese apoyo?,1,C,f45_21,f45_21,"1...3,8,9"
"Pregunta F47.21 Durante los últimos dos años, ¿alguno de sus hermanos o hermanas (o sus cónyuges) dio apoyo económico a sus padres? Incluya ayuda para pagar gastos como de renta; excluya vivienda compartida o las comidas compartidas",1,C,f47_21,f47_21,"1,2,8,9"
"Pregunta F51.21 Durante los últimos dos años, ¿alguno de sus hermanos o hermanas (o sus cónyuges) ayudó a sus padres con actividades básicas como vestirse, comer, o bañarse debido a un problema de salud? Excluya ayuda con actividades del hogar, mandados o transporte",1,C,f51_21,f51_21,"1,2,8,9"
Pregunta F55.21 ¿Se ha puesto usted de acuerdo con uno o más de sus hermanos o hermanas para compartir las responsabilidades solamente del cuidado personal de sus padres?,1,C,f55_21,f55_21,"1,2,8,9"
Pregunta F57.21 ¿Se ha puesto usted de acuerdo con uno o más de sus hermanos o hermanas para compartir las responsabilidades económicas de sus padres?,1,C,f57_21,f57_21,"1,2,8,9"
"Pregunta F58.21 Debido a un problema de salud, ¿necesita ayuda su cónyuge con necesidades básicas como vestirse, comer o bañarse?",1,C,f58_21,f58_21,"1,2,8,9"
"Pregunta F59.21 Durante los últimos dos años, ¿usted le ayudó a su cónyuge con actividades básicas como vestirse, comer o bañarse debido a un problema de salud? Excluya ayuda con actividades del hogar, mandados o transporte",1,C,f59_21,f59_21,"1,2,8,9"
Pregunta F60.1.21 ¿Como cuántas horas pasó ayudándole? - NÚMERO DE HORAS,3,C,f60_1_21,f60_1_21,"001...050,888,999"
Pregunta F60.2.21 ¿Como cuántas horas pasó ayudándole? - PERIODO,1,C,f60_2_21,f60_2_21,"1...4,8,9"
"Pregunta H1.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene usted dificultad en caminar varias cuadras?",1,C,h1_21,h1_21,"1,2,6...9"
"Pregunta H2.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en correr o trotar un kilómetro?",1,C,h2_21,h2_21,"1,2,6...9"
"Pregunta H3.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en caminar una cuadra?",1,C,h3_21,h3_21,"1,2,6...9"
"Pregunta H4.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en estar sentado(a) por dos horas?",1,C,h4_21,h4_21,"1,2,6...9"
"Pregunta H5.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en levantarse de una silla después de haber estado sentado(a) durante largo tiempo?",1,C,h5_21,h5_21,"1,2,6...9"
"Pregunta H6.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en subir varios pisos de escaleras sin descansar?",1,C,h6_21,h6_21,"1,2,6...9"
"Pregunta H7.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en subir un piso de escaleras sin descansar?",1,C,h7_21,h7_21,"1,2,6...9"
"Pregunta H8.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en inclinar su cuerpo, arrodillarse, agacharse o ponerse en cuclillas?",1,C,h8_21,h8_21,"1,2,6...9"
"Pregunta H9.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en subir o extender los brazos más arriba de los hombros?",1,C,h9_21,h9_21,"1,2,6...9"
Pregunta H10.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud ¿tiene alguna dificultad en jalar o empujar objetos grandes como un sillón?,1,C,h10_21,h10_21,"1,2,6...9"
"Pregunta H11.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en levantar o transportar objetos que pesan más de 5 kilos, como una bolsa pesada de alimentos?",1,C,h11_21,h11_21,"1,2,6...9"
"Pregunta H12.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en recoger una moneda de 1 peso de la mesa?",1,C,h12_21,h12_21,"1,2,6...9"
"Pregunta H13.21 Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene usted dificultad para vestirse, incluyendo ponerse los zapatos y los calcetines?",1,C,h13_21,h13_21,"1,2,6...9"
Pregunta H14.21 ¿Le ayuda alguien a vestirse?,1,C,h14_21,h14_21,"1,2,8,9"
"Pregunta H15A.21 Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad para caminar de un lado a otro de un cuarto?",1,C,h15a_21,h15a_21,"1,2,6..9"
"Pregunta H15B.21 ¿Usa usted equipo o aparatos, tales como bastón, caminador o silla de ruedas para caminar de un lado a otro de un cuarto?",1,C,h15b_21,h15b_21,"1,2,8,9"
Pregunta H15C01.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Barandilla,1,C,h15c01_21,h15c01_21,"0,1"
Pregunta H15C02.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Andadera,1,C,h15c02_21,h15c02_21,"0,1"
Pregunta H15C03.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Bastón,1,C,h15c03_21,h15c03_21,"0,1"
Pregunta H15C04.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Muletas,1,C,h15c04_21,h15c04_21,"0,1"
Pregunta H15C05.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Zapatos ortopédicos,1,C,h15c05_21,h15c05_21,"0,1"
Pregunta H15C06.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Abrazadera,1,C,h15c06_21,h15c06_21,"0,1"
Pregunta H15C07.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Prótesis,1,C,h15c07_21,h15c07_21,"0,1"
Pregunta H15C08.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Oxígeno/respirador,1,C,h15c08_21,h15c08_21,"0,1"
Pregunta H15C09.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Muebles/paredes,1,C,h15c09_21,h15c09_21,"0,1"
Pregunta H15C10.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - Silla de ruedas/carrito,1,C,h15c10_21,h15c10_21,"0,1"
Pregunta H15C11.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - OTRO,1,C,h15c11_21,h15c11_21,"0,1"
Pregunta H15C88.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - NO RESPONDE,1,C,h15c88_21,h15c88_21,"0,1"
Pregunta H15C99.21 ¿Qué equipo utiliza para caminar de un lado a otro de un cuarto? - NO SABE,1,C,h15c99_21,h15c99_21,"0,1"
Pregunta H15D.21 ¿Alguien le ayuda a usted para caminar de un lado a otro de un cuarto?,1,C,h15d_21,h15d_21,"1,2,8,9"
"Pregunta H16A.21 Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad para bañarse en una tina o regadera?",1,C,h16a_21,h16a_21,"1,2,6..9"
Pregunta H16D.21 ¿Alguien le ayuda a usted para bañarse en una tina o regadera?,1,C,h16d_21,h16d_21,"1,2,8,9"
"Pregunta H17A.21 Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad al comer, por ejemplo para cortar su comida?",1,C,h17a_21,h17a_21,"1,2,6..9"
"Pregunta H17D.21 ¿Alguien le ayuda a usted al comer, por ejemplo para cortar su comida?",1,C,h17d_21,h17d_21,"1,2,8,9"
"Pregunta H18A.21 Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad al acostarse y levantarse de la cama?",1,C,h18a_21,h18a_21,"1,2,6..9"
